Idade,Gênero,Renda_Mensal,Nu_de_E-mails_Enviados,Num_de_E-mails_Abertos,Tempo_no_Site_(min),Valor_Gasto
56,1,4752,5,5,59,794.94
57,0,4382,9,0,40,575.67
56,1,2881,10,5,58,612.36
38,0,1485,4,4,34,301.3
40,1,1507,7,4,50,410.71
46,1,3308,8,5,20,424.62
31,0,1584,6,5,44,392.81
43,1,3334,3,3,44,538.38
68,0,4889,5,4,22,528.09
22,1,3614,1,0,34,531.35
48,0,4666,8,5,51,617.32
42,1,4806,2,0,45,596.86
48,0,3748,10,0,1,197.52
67,0,1669,7,6,56,668.85
37,1,3633,9,5,41,494.85
61,0,1741,1,0,8,213.71
34,1,2666,4,3,12,376.09
62,0,4218,7,6,42,617.21
19,1,4479,9,3,33,589.11
42,1,1572,2,1,15,333.6
30,1,1597,2,2,4,225.79
56,1,1554,6,4,0,331.9
45,0,4765,3,2,39,601.32
59,1,4366,4,4,21,498.29
23,1,2051,3,0,47,481.7
20,1,3486,1,1,45,488.19
52,1,4729,6,6,57,730.28
35,1,4970,2,2,25,520.65
28,0,1613,2,0,33,282.61
37,1,4504,7,2,49,592.47
22,0,3026,5,5,57,579.54
36,0,4129,8,7,20,372.0
39,1,4577,2,2,6,353.77
36,1,4491,10,3,24,530.29
64,0,1883,8,6,56,558.51
33,0,4822,7,7,11,481.68
41,0,3718,10,0,30,435.8
58,1,3514,8,0,46,505.01
21,0,2322,3,1,26,301.24
32,0,2983,8,4,21,384.88
42,1,2441,6,6,33,492.75
61,0,4860,2,2,53,626.59
52,1,4013,6,5,16,470.95
31,0,2485,5,1,58,458.25
66,1,3571,3,1,10,354.29
36,0,3605,1,1,28,329.11
55,1,1641,7,0,33,426.55
53,1,3158,2,0,59,565.33
24,0,3956,1,0,50,524.58
47,1,2741,1,0,36,431.3
36,0,1872,7,7,57,454.94
66,1,2218,1,0,48,512.5
42,1,3343,9,7,47,710.87
33,1,3685,6,5,59,640.47
64,1,1470,4,4,25,448.79
57,1,2511,4,0,44,517.99
68,1,3887,5,3,44,560.09
25,1,2139,2,0,44,499.4
35,0,2567,5,1,31,350.96
45,0,4391,2,0,36,424.02
33,1,1909,4,2,4,225.84
69,1,4275,10,10,19,586.44
36,1,2321,5,3,50,555.52
59,0,2740,6,5,6,300.96
34,1,3526,6,0,42,635.32
62,0,1641,9,5,22,319.19
30,1,4442,4,1,0,372.7
24,1,1744,5,3,38,306.5
44,1,3736,6,1,2,338.62
27,1,3308,4,2,44,527.76
51,1,3019,6,1,2,266.97
53,0,2132,2,2,5,332.55
42,1,3603,7,6,30,545.87
23,0,2686,3,0,53,429.42
41,0,2102,10,10,26,438.28
35,1,4563,4,2,28,478.48
40,1,1468,9,5,14,385.97
23,1,4849,5,3,35,594.21
46,0,3767,9,5,4,369.02
42,0,3633,10,6,2,366.23
34,0,2897,10,7,50,458.99
63,1,2161,10,5,24,527.4
41,0,4463,10,3,31,485.18
28,0,2089,6,0,20,311.7
43,0,4976,8,6,47,667.29
68,1,1971,5,0,16,415.04
51,0,3074,5,2,8,263.31
45,0,3116,3,0,25,324.78
20,1,4857,7,0,21,550.26
28,1,3390,2,2,40,419.53
55,1,1760,3,3,45,448.12
31,0,2502,2,0,58,479.26
68,0,3789,8,0,22,437.7
43,0,3653,4,2,10,311.65
65,1,2590,10,7,57,695.3
38,0,4643,8,2,9,418.25
56,1,3131,8,1,22,437.64
47,1,3725,8,6,4,396.83
25,0,3627,8,4,54,540.24
68,0,3604,8,0,25,416.33
37,0,3645,9,1,3,196.34
65,1,2297,2,2,42,539.9
49,1,2276,9,5,26,480.09
39,0,4233,8,0,37,466.95
24,1,4906,10,7,33,465.05
26,0,4466,1,1,57,541.71
62,0,2197,5,4,2,329.14
18,0,1868,2,0,49,302.49
46,1,1756,10,4,31,459.59
25,1,4194,5,4,25,452.43
21,0,1965,8,7,17,294.31
52,0,2432,9,5,6,271.31
20,1,4999,9,6,52,603.17
62,0,2199,1,1,44,535.66
57,1,3231,7,2,12,446.34
24,0,4395,8,4,5,364.99
44,1,2116,10,9,34,549.23
18,0,2539,3,2,30,358.09
44,1,3706,6,0,41,575.51
33,0,2223,3,1,52,413.95
55,1,4506,9,5,36,684.18
24,1,2364,3,1,42,500.62
61,1,2226,2,0,3,317.32
40,1,2960,9,7,41,538.6
58,0,1555,8,5,3,197.57
28,1,4189,8,0,59,621.88
59,1,2274,2,1,44,595.95
50,0,2628,6,4,7,248.36
67,1,3924,5,1,37,626.1
53,0,3219,2,0,10,293.38
54,1,1786,5,1,1,243.0
58,1,2088,4,4,17,336.63
34,1,4151,9,2,17,392.93
52,1,4088,1,0,21,495.74
65,1,2701,6,4,11,448.61
22,1,4861,7,7,16,498.84
65,0,1967,6,2,50,473.31
49,0,2274,5,1,16,246.52
20,1,3533,4,2,35,464.74
69,1,3897,5,5,28,554.6
64,0,2292,9,2,48,513.16
52,0,3685,5,5,15,397.19
69,1,3254,10,10,40,635.92
31,1,3767,8,5,10,408.3
65,1,2377,7,5,43,581.46
48,1,3807,4,2,42,627.55
48,1,1887,10,5,44,493.5
34,1,2750,5,0,21,387.77
41,0,1936,7,2,29,433.98
69,1,2860,6,2,7,414.6
40,1,3983,3,0,45,612.36
35,0,1973,10,6,17,282.62
67,0,4732,3,2,45,579.58
31,0,1980,2,2,15,248.03
67,0,2617,3,0,46,492.2
32,1,1517,10,2,53,528.39
32,0,3650,1,1,19,315.02
23,0,2572,9,7,38,430.17
44,1,2111,2,0,7,332.29
32,0,2555,3,0,29,347.53
67,0,4290,5,1,37,542.96
53,1,1483,10,4,28,422.07
25,1,2166,4,4,12,251.92
32,1,4614,5,0,16,367.51
20,1,3916,6,5,39,451.39
64,1,2316,5,5,42,564.13
30,1,3938,10,5,16,482.84
58,1,1463,1,1,8,327.43
51,0,2415,6,5,1,334.93
41,0,4033,9,3,58,676.36
57,1,4602,3,1,41,616.33
49,0,2699,2,1,53,504.72
49,1,2674,6,5,23,520.5
47,0,4834,3,0,20,400.65
69,1,4352,4,4,45,611.67
66,0,3714,6,1,1,315.76
30,1,2096,6,6,4,272.01
18,0,4792,2,1,16,368.02
51,1,3184,3,2,23,403.7
32,0,3042,9,8,7,349.59
61,0,4978,2,2,29,507.44
31,1,3516,3,0,49,594.21
46,0,2361,9,8,21,335.32
51,0,4886,4,2,58,649.33
35,0,4550,1,0,23,395.75
24,0,4529,2,2,25,430.99
46,0,4065,3,0,7,376.59
48,1,3085,9,5,11,418.56
42,1,3828,9,4,13,423.97
55,0,3691,6,2,29,494.11
31,1,2837,6,3,54,596.0
25,0,4367,3,0,34,451.81
44,1,2996,5,5,30,507.18
19,0,2458,4,1,27,338.23
34,0,4033,10,0,45,412.45
54,0,2702,10,4,26,395.56
31,0,4300,9,4,35,510.81
42,1,3577,9,2,0,318.27
47,1,3035,1,0,40,481.34
46,1,4538,8,5,13,502.65
37,0,2588,9,4,57,548.28
38,1,4722,5,0,9,430.45
39,1,4748,4,3,49,600.79
52,0,3727,10,6,41,484.46
54,0,3572,4,2,6,376.82
33,0,3625,2,2,39,425.13
67,1,4127,9,4,13,454.77
66,1,2443,5,4,35,474.06
60,0,4173,3,3,26,546.2
34,1,4700,6,6,10,473.6
33,0,1842,9,2,41,400.23
19,1,2727,9,5,48,548.83
21,0,2304,5,0,36,335.08
38,1,2485,8,5,41,555.88
56,1,1518,4,4,9,263.06
51,1,4492,5,4,53,627.32
47,0,2156,7,4,6,214.76
23,0,4159,7,3,16,385.03
34,0,2891,7,3,51,522.87
56,1,3782,8,4,11,422.47
42,0,3768,5,4,36,480.78
22,1,4309,1,0,36,552.85
22,0,2033,9,0,54,380.93
37,0,2406,9,2,35,404.07
33,1,1556,7,6,57,504.51
68,1,4199,6,2,6,500.75
58,0,2232,5,3,23,404.02
54,0,1823,5,1,33,304.2
57,1,1525,3,0,0,227.21
26,1,4034,10,10,28,439.75
22,0,3858,1,0,25,406.92
59,1,4758,6,6,9,613.27
19,0,1535,8,0,0,5.73
26,0,1497,2,0,44,275.5
60,0,1458,8,5,16,331.27
53,1,3311,8,1,40,530.63
39,0,4403,10,0,35,452.61
39,0,4684,8,5,8,315.32
39,1,4759,10,6,38,632.12
51,1,2984,3,1,22,465.58
46,1,3150,10,5,28,631.85
55,0,4613,8,6,1,471.01
63,1,4931,4,1,17,452.61
50,1,3417,3,0,27,455.26
35,0,2215,9,8,52,550.35
24,0,3848,8,8,46,515.99
18,0,4035,10,6,41,541.75
50,0,4746,2,0,48,612.47
18,1,3401,8,0,6,347.92
41,0,4091,3,2,10,396.66
21,1,4761,10,1,6,384.31
21,0,4173,6,2,42,448.75
35,0,2481,5,0,23,244.4
44,1,2603,8,4,54,589.1
60,1,4928,9,0,55,671.21
49,1,4081,7,2,14,426.69
50,0,1457,6,5,30,428.94
45,0,4183,6,5,50,667.6
59,1,1951,1,1,18,303.78
58,1,1498,5,2,55,525.38
53,0,4262,8,3,56,607.44
23,1,2820,6,6,9,357.75
33,1,1676,1,1,47,331.49
51,0,4505,5,4,51,549.21
40,1,2114,5,2,7,284.83
67,0,2885,3,1,0,327.56
59,0,3691,8,1,1,321.31
41,0,1597,9,8,28,415.43
66,1,1737,6,5,41,533.72
30,1,2618,6,5,9,399.71
35,1,1808,2,1,41,499.69
30,1,2916,10,6,8,317.78
66,0,2838,2,2,49,583.08
54,0,4946,6,2,30,550.71
60,1,2852,8,3,31,622.83
56,1,4685,2,0,1,361.36
59,1,2500,9,9,23,492.16
34,1,2367,9,8,36,444.74
32,0,1966,4,4,52,413.65
35,1,4192,4,2,42,578.88
40,0,2452,4,1,5,247.88
68,1,4256,5,4,7,500.87
47,1,4666,8,2,39,618.29
51,1,3850,2,2,24,472.72
21,0,1455,5,1,41,317.62
20,1,2312,2,0,42,367.06
24,0,3135,8,4,50,459.69
35,0,1893,1,1,24,291.81
59,1,3448,7,4,45,615.25
24,0,2698,3,2,10,288.44
57,0,2609,4,0,34,444.89
23,0,2876,8,8,0,347.65
39,1,1977,3,2,59,493.22
18,0,3679,7,1,58,508.32
21,0,4877,1,0,52,501.58
63,1,2183,9,0,22,459.01
66,1,2630,6,2,2,318.38
69,0,3868,3,0,40,589.15
67,0,1882,7,7,0,370.74
60,0,2782,5,1,53,554.77
46,0,4945,8,6,43,628.9
38,1,4544,8,3,11,440.13
43,1,3625,9,6,37,546.39
31,0,2083,6,2,39,359.28
26,1,2586,4,4,30,413.93
64,0,1522,2,1,28,445.32
29,1,4971,3,2,34,494.46
59,1,4008,5,3,27,543.63
68,0,2438,8,3,20,423.47
68,0,4966,10,10,10,520.08
23,0,4496,2,1,25,426.6
37,0,4645,5,2,10,301.02
41,1,1755,9,6,4,366.0
44,1,2884,2,2,55,633.76
55,0,3791,8,8,6,404.63
25,1,3723,3,3,50,522.16
18,1,3542,8,1,30,462.74
66,0,2188,4,0,38,373.99
66,0,4383,4,4,41,545.92
41,1,3793,7,1,7,363.97
64,0,2815,5,1,52,614.65
24,0,4702,4,1,26,455.13
36,1,2069,7,6,20,353.1
39,1,3245,3,3,29,381.15
52,0,3244,9,4,13,373.28
47,1,1865,5,0,58,539.82
46,0,4132,3,2,0,314.96
39,0,2152,2,0,44,495.92
28,1,3181,7,5,23,423.45
37,1,4572,7,0,5,263.49
46,0,3792,5,3,5,316.24
68,0,3769,4,4,52,647.18
58,0,4186,2,1,4,374.64
59,1,2855,2,0,34,471.92
51,0,3160,7,5,43,507.89
18,1,3813,10,6,14,306.67
48,0,2235,7,6,34,442.04
47,1,4583,4,3,47,621.22
65,0,1556,4,3,49,495.26
35,1,4493,4,3,40,599.21
34,0,3418,2,0,7,335.95
55,0,2479,9,7,42,466.17
31,0,3198,1,0,34,327.2
40,0,2821,8,1,4,222.35
42,1,3174,6,2,30,425.92
32,1,2321,10,9,41,483.78
63,1,2172,7,3,30,536.85
39,1,3954,5,1,36,523.12
20,1,2928,6,4,7,410.02
36,0,4652,6,2,5,349.45
61,1,4101,9,3,22,458.46
51,1,1942,10,8,52,548.69
52,1,2771,4,0,15,418.77
67,1,3439,5,1,43,524.26
18,0,3972,4,4,48,542.49
69,0,3589,1,1,7,344.61
38,0,2419,10,7,3,235.46
46,0,2949,6,6,31,523.78
23,1,2685,5,3,52,490.82
54,1,4193,4,2,48,586.27
18,0,2358,6,4,2,199.96
68,0,2573,5,1,49,494.24
18,1,2710,3,0,15,407.25
44,1,2413,2,2,59,626.67
38,0,3923,6,4,33,447.62
33,0,3600,4,3,12,312.23
61,0,3379,10,7,32,419.98
57,0,4739,3,1,21,472.82
43,1,2293,8,7,30,433.3
33,1,3259,9,9,23,488.35
45,1,3915,7,5,2,297.44
18,0,3387,2,2,32,384.01
53,1,3893,8,2,29,600.58
27,1,3042,5,1,25,393.81
60,0,1584,10,4,33,365.47
34,0,1884,7,5,50,461.18
40,0,2858,5,0,21,324.69
24,0,4479,2,0,29,526.54
61,0,4376,4,2,34,514.16
24,0,3898,5,1,24,312.74
61,1,4475,6,2,27,551.82
32,1,4540,5,1,32,520.78
51,1,1909,10,0,22,385.56
63,1,3628,1,0,25,520.19
62,1,2400,1,0,55,666.78
21,1,3017,3,3,8,283.07
31,0,4020,9,0,7,263.67
31,0,3887,2,1,36,353.64
33,0,1830,10,7,32,420.58
24,1,2782,5,4,14,302.73
49,1,5000,9,3,48,712.59
36,0,3914,7,7,46,543.12
19,0,2125,8,7,7,335.55
27,0,3661,2,2,54,455.37
67,0,1590,5,5,20,414.65
34,0,3516,9,7,57,643.99
54,1,3341,1,1,2,371.38
29,1,2357,1,1,8,219.99
23,1,3430,10,2,51,569.06
39,0,3960,8,7,13,417.34
49,1,2150,2,0,37,348.99
58,0,3368,9,0,26,492.31
37,1,1523,10,3,19,307.87
18,0,4631,9,4,56,661.61
64,0,2126,4,4,3,285.92
23,1,2813,2,0,23,400.77
36,1,4336,3,0,26,425.82
35,1,3350,10,8,11,433.22
23,1,4831,1,1,27,489.75
62,1,2793,3,1,34,477.47
50,0,4539,5,2,23,418.49
40,1,2224,3,3,30,267.86
40,1,4799,3,1,58,627.66
43,0,4423,10,9,2,442.18
30,1,2620,6,1,29,326.24
24,0,4537,3,3,26,375.44
32,1,1448,3,2,52,394.66
61,1,3240,9,7,16,494.44
44,0,4472,2,0,5,291.93
43,1,4753,1,0,46,664.67
50,1,4322,10,4,42,652.83
32,1,4191,8,5,17,468.56
53,1,4991,3,3,59,745.75
62,0,2663,7,0,34,389.0
44,0,4911,2,2,26,445.42
22,1,2221,8,4,16,360.6
19,1,4484,9,4,10,447.87
50,0,1434,8,8,37,471.81
33,0,2938,8,8,36,449.37
40,1,4931,8,1,41,571.98
55,0,2207,7,6,33,398.76
33,0,1907,2,1,46,439.76
31,0,2311,8,0,31,234.48
46,0,1836,5,3,42,313.59
43,1,4159,6,1,55,528.71
52,0,3477,4,1,56,460.72
32,1,3394,1,0,45,576.56
20,1,2880,5,3,45,528.34
40,0,4086,3,1,34,404.37
46,1,4522,9,3,27,527.8
51,1,2645,4,2,53,642.54
50,0,3209,10,3,21,420.46
58,0,3670,2,1,15,490.22
58,0,1976,4,4,45,474.09
40,1,4431,3,0,41,523.79
24,1,2716,3,3,53,474.74
20,1,3268,5,5,39,499.58
49,1,1544,1,1,11,337.0
48,0,1860,5,5,4,263.96
35,1,3723,8,8,25,493.24
60,0,3242,10,3,25,499.93
24,0,3570,9,0,12,312.94
58,0,2261,1,1,23,348.38
18,0,2673,2,0,43,346.32
31,1,2892,2,1,2,263.88
69,0,2312,6,6,31,492.24
49,1,2170,1,1,22,337.48
23,0,2951,1,0,48,371.87
56,0,3311,2,0,51,508.54
27,0,4320,4,1,36,457.54
24,1,4356,2,2,54,673.96
43,0,2273,4,1,37,336.65
51,0,3259,3,1,44,506.29
47,0,4656,3,2,37,517.92
53,0,3652,9,8,12,417.2
38,1,1926,8,4,14,409.27
34,1,4249,10,1,1,349.51
50,0,2379,9,5,10,273.27
27,0,3003,1,0,15,323.59
68,1,4892,5,4,17,596.36
64,1,1495,4,2,33,387.69
59,1,2209,9,4,9,303.8
68,0,3539,3,2,12,413.48
29,1,3013,5,3,31,442.0
33,0,4692,8,3,59,602.07
58,1,1933,10,1,7,360.46
49,1,2634,5,2,6,300.09
32,0,3006,9,3,47,500.38
44,1,1645,2,1,16,368.98
45,0,3254,6,6,40,495.74
34,1,3703,5,0,26,341.7
63,0,2828,9,3,58,567.25
67,1,3001,7,2,7,398.51
19,1,2881,8,4,28,462.2
53,0,4308,7,0,56,575.34
67,0,1804,10,0,51,565.35
24,0,1420,10,4,36,274.06
30,0,2024,5,2,26,319.41
32,1,3355,5,3,36,479.79
42,1,4266,4,4,58,744.65
40,1,2126,2,2,56,462.62
39,1,3339,9,6,23,491.23
43,1,4636,10,6,44,635.59
50,1,1521,10,0,15,377.51
28,0,2245,10,8,25,331.82
27,1,1677,10,6,53,533.62
42,1,2808,3,2,30,402.49
54,0,4635,3,3,26,509.15
65,1,3443,3,3,25,488.68
60,1,2387,8,1,42,490.09
55,1,3030,6,5,14,332.13
58,0,2366,1,0,57,540.03
62,0,4898,3,3,48,584.79
41,1,4366,4,1,14,374.47
57,0,3081,2,2,22,320.29
63,1,2761,6,6,24,441.25
50,1,4131,10,0,43,596.57
34,1,2986,1,0,3,304.86
41,0,3635,1,1,35,481.94
54,1,3984,8,4,52,605.85
19,1,4798,4,4,15,453.64
49,1,4550,1,1,46,584.73
41,1,4411,7,1,39,605.29
26,1,4667,9,7,58,716.65
21,0,2470,10,9,20,322.67
34,1,3369,7,7,51,663.48
34,0,3964,1,0,39,486.57
67,1,2260,1,1,42,447.65
65,0,2374,1,0,52,425.12
47,1,3237,8,6,55,573.47
57,1,4559,7,6,16,614.41
28,0,3931,3,0,2,211.78
38,0,3982,3,1,6,408.91
38,1,4339,3,0,11,344.58
35,0,4766,2,0,0,249.61
46,0,3733,4,2,42,552.65
41,1,3513,7,7,36,603.93
27,1,4538,9,3,5,413.69
62,1,2299,3,1,45,557.76
34,1,2156,10,1,59,490.72
35,1,3736,7,1,48,598.45
59,0,4926,4,0,22,486.3
65,1,4342,1,1,24,508.84
37,0,2853,5,0,24,341.38
54,1,4091,8,8,2,505.58
62,1,2660,3,1,3,351.59
35,0,4029,10,7,29,378.56
34,1,4738,4,3,32,589.46
26,0,1587,3,1,28,322.08
31,0,1977,10,3,3,186.9
66,0,4629,8,4,13,474.29
46,1,4230,10,10,20,559.14
48,1,3099,8,6,6,291.98
21,1,2820,4,0,20,312.92
35,1,1673,2,2,55,480.5
37,1,1942,3,0,6,243.16
64,1,3289,3,2,0,336.16
60,0,2806,4,2,59,608.44
61,1,3118,2,2,33,472.44
26,1,4350,2,0,22,475.0
30,1,2632,3,0,2,282.39
32,1,2359,1,0,17,384.97
44,0,1996,8,1,42,494.49
32,0,4274,6,4,11,459.72
45,0,3032,3,1,13,257.32
54,0,4767,1,0,40,563.56
36,0,3761,3,1,27,369.16
43,1,2567,1,0,41,633.36
69,0,4603,3,2,44,638.85
43,0,3163,4,0,23,429.97
42,1,4619,6,1,23,511.72
43,1,4087,7,7,2,288.58
43,0,4032,7,7,58,608.42
63,1,3988,9,7,57,696.12
45,1,3493,8,6,8,395.14
66,0,1943,4,1,23,372.13
35,1,2643,6,0,59,572.22
49,0,3405,1,0,1,141.88
20,0,3109,8,4,54,493.6
19,1,4782,6,3,39,527.81
50,0,2957,2,0,27,451.9
59,0,4577,8,5,6,456.46
36,1,2849,4,3,8,325.3
34,1,1782,9,1,44,448.28
61,1,1820,4,3,38,398.65
50,1,2818,1,0,59,618.97
29,0,4924,7,3,38,504.42
66,1,3313,10,1,32,477.28
20,1,2882,5,2,33,484.81
60,0,2028,10,6,20,395.08
66,0,1482,5,0,28,312.83
43,0,1495,4,4,26,300.53
52,0,3668,6,1,16,395.7
25,1,1670,1,1,59,502.91
69,1,4722,3,3,41,660.57
53,0,2737,7,2,46,432.68
24,0,4715,8,2,47,485.98
63,0,2343,9,5,22,365.73
63,0,3741,1,0,52,563.24
53,1,1805,4,2,44,484.18
33,0,3877,2,2,20,371.85
41,1,4689,2,0,7,395.74
18,0,4747,1,0,8,407.41
66,1,2746,5,5,57,696.76
42,1,4318,2,1,32,579.31
27,1,3341,4,1,57,589.26
33,1,3132,9,2,3,311.22
33,0,2037,3,3,58,508.35
25,1,4562,8,8,17,504.39
46,0,3304,10,6,31,512.6
56,1,4825,6,2,29,519.49
45,1,3248,10,5,24,508.64
23,0,1973,5,2,56,453.0
33,0,4291,2,0,32,350.2
37,1,4578,3,3,34,557.19
33,1,3205,8,3,41,445.94
24,0,2352,9,4,55,453.85
58,1,4834,7,3,33,594.74
31,0,3521,1,1,49,417.69
60,0,2577,6,0,1,251.16
43,0,3277,7,1,12,323.27
43,1,4193,6,1,52,653.4
31,1,3303,10,5,40,504.46
24,0,4594,2,1,22,411.42
50,0,3051,9,1,22,367.78
43,0,2962,3,0,30,363.19
62,0,2193,6,3,1,185.12
37,1,3106,6,2,1,298.72
20,0,4640,8,6,4,389.23
69,1,3998,4,2,59,656.21
21,0,2008,6,5,13,246.51
43,1,3468,1,1,22,425.88
28,1,3735,9,2,54,637.87
19,1,3686,9,9,56,643.81
31,1,3645,7,7,34,548.65
61,1,4050,1,0,45,599.07
47,0,4699,3,2,0,324.33
66,0,3892,5,2,40,489.88
29,1,4028,4,4,47,570.15
43,0,4115,5,3,48,581.42
61,0,1767,7,2,39,431.5
50,0,4302,9,8,14,539.08
30,0,3452,1,1,29,434.89
31,0,1803,5,3,20,344.18
41,0,1990,3,3,7,144.89
51,0,4758,3,3,6,478.87
61,1,4977,2,2,40,654.19
43,0,3052,6,4,33,464.05
38,0,4934,6,1,56,657.5
45,0,3879,3,1,41,500.02
65,1,3420,1,0,36,477.48
53,1,3135,7,6,47,680.12
57,0,1575,2,2,52,434.34
19,1,4238,8,8,31,485.61
59,1,2049,3,0,32,418.73
26,0,4666,1,0,5,291.0
40,1,4793,10,6,41,634.84
32,0,3476,9,4,9,317.89
30,1,3905,5,1,25,507.61
40,0,1581,1,1,57,477.02
34,1,4763,10,3,50,593.26
65,0,1751,6,0,44,401.52
19,0,2137,10,5,25,300.44
37,1,3345,3,1,18,372.04
37,0,2446,4,0,34,340.56
63,0,3057,8,3,44,473.76
20,1,1544,5,1,3,206.72
29,0,4360,6,2,24,393.22
57,0,4099,10,3,7,336.36
19,1,4631,4,4,11,438.82
53,0,2234,6,6,53,585.09
31,1,2365,3,3,23,362.97
33,0,3538,10,5,23,496.97
36,1,1757,1,0,16,400.63
51,1,2020,6,2,24,417.84
61,0,4732,1,0,32,495.16
63,1,2050,10,0,26,421.95
23,0,2459,3,2,1,132.73
30,0,2906,8,5,8,251.71
53,1,2636,7,5,54,523.67
39,0,3590,8,7,57,581.08
35,0,3815,10,4,32,399.12
29,1,4403,10,8,18,529.35
69,0,1561,2,0,48,418.59
47,0,2961,10,1,4,285.88
68,1,2739,7,4,46,630.35
57,0,2976,4,3,19,446.37
24,0,1461,1,0,23,218.38
49,1,3923,3,1,56,649.68
65,0,4723,5,0,30,533.28
36,0,2917,10,7,43,566.45
23,1,3914,8,8,3,425.88
37,0,4766,2,1,31,542.47
44,0,1746,2,0,46,322.07
60,1,2787,8,1,34,456.14
54,1,2079,9,9,13,468.54
65,0,3084,10,2,35,508.24
24,0,3786,1,0,50,481.05
22,1,2427,2,0,5,216.65
28,0,1747,4,1,16,272.78
32,0,2077,3,2,17,173.87
20,0,4454,1,1,7,347.31
22,1,1492,4,0,50,423.13
40,0,3546,2,0,51,487.86
54,0,3211,10,5,11,398.67
26,1,1669,5,0,16,246.15
32,1,2402,1,1,30,395.55
20,1,1596,8,3,50,447.49
46,0,3127,10,0,0,285.58
23,0,4157,2,1,10,321.81
34,1,1534,3,2,41,324.24
43,0,4579,3,0,15,320.35
38,0,2016,4,1,36,312.59
25,0,3974,7,7,48,581.53
38,0,2315,9,7,27,424.59
28,1,4926,3,0,8,475.82
55,1,2949,1,1,54,536.73
25,0,3393,10,10,58,675.11
59,1,2806,1,1,7,256.41
41,0,3764,6,1,24,401.09
52,0,4840,5,1,9,413.26
31,1,4631,10,7,39,620.63
31,1,2720,7,4,2,282.52
27,0,4116,7,0,54,535.69
29,0,3277,3,0,22,270.09
55,0,3353,7,5,22,480.91
61,0,3721,9,7,43,605.54
63,1,3009,8,8,55,699.56
51,1,1902,3,2,3,268.15
58,0,4197,10,7,58,669.45
27,0,2466,5,5,53,518.54
34,1,2113,8,8,49,628.15
34,0,4346,2,1,22,335.62
20,1,2703,7,2,8,212.95
48,0,3471,10,1,52,552.86
68,1,2626,10,5,3,365.69
18,0,2835,7,2,33,368.96
29,0,2972,8,0,38,395.41
56,0,3353,1,1,17,405.75
21,1,3550,8,4,33,460.19
59,1,2011,1,1,56,498.14
30,0,4984,3,2,33,454.71
51,0,3221,9,3,41,490.03
59,0,3760,4,2,2,273.25
38,0,2546,10,9,18,381.46
39,1,1491,9,5,33,420.59
21,1,2247,1,1,25,321.46
35,1,2063,8,0,34,403.61
22,0,3892,3,2,40,377.89
36,0,1828,7,5,42,375.74
19,1,4697,2,0,30,415.72
29,0,2882,7,7,42,526.09
34,1,3477,7,1,26,547.16
27,1,2489,9,7,2,264.41
51,1,3315,2,0,36,485.99
23,1,2157,8,6,11,284.18
25,0,3414,5,5,46,511.76
68,1,1651,10,9,22,438.13
28,0,4305,9,9,16,455.39
29,1,3356,8,3,15,414.05
26,1,3877,3,1,16,324.66
19,1,2267,3,3,14,314.93
25,1,4969,10,5,25,433.75
28,0,4927,8,5,44,559.52
53,0,4058,9,4,1,337.72
27,0,3208,2,1,16,292.94
38,0,3183,3,3,0,249.55
37,1,4606,8,8,29,554.55
65,0,1831,2,2,31,383.26
25,0,3675,8,7,29,460.66
53,1,4903,5,3,41,649.46
46,0,2120,6,5,3,268.76
59,0,4010,10,3,41,524.82
29,0,4425,4,4,43,588.27
31,0,4711,3,3,31,558.82
65,1,4720,8,8,59,726.58
67,1,3079,9,3,34,546.16
38,0,2765,8,6,0,250.84
39,1,3447,9,5,18,486.63
38,0,4292,1,1,32,459.97
61,0,4952,5,4,18,502.26
67,0,2091,7,2,35,458.3
47,1,1898,8,8,26,434.02
56,1,2034,2,1,12,417.57
37,1,2850,4,0,26,421.99
41,1,1630,7,1,45,495.08
40,1,4180,5,3,13,422.97
24,1,3840,1,0,23,398.86
26,0,3546,2,0,34,439.88
18,1,2896,5,5,18,406.36
43,0,4274,6,0,24,357.27
55,0,3870,1,1,10,369.88
55,1,2102,3,0,8,328.79
61,0,3441,6,4,5,352.53
39,0,2424,6,0,57,503.15
61,0,3984,7,3,35,521.8
27,1,1858,10,0,57,369.56
23,1,3759,3,2,36,418.41
34,0,3867,1,0,28,450.1
68,1,1786,7,5,8,353.08
67,0,3692,3,3,32,518.08
55,1,3334,5,1,22,446.52
41,0,2049,4,1,14,223.19
68,0,3182,1,1,10,331.75
27,1,4109,7,0,22,435.9
25,1,4420,4,4,25,507.55
38,1,4532,1,1,0,472.02
23,1,3645,6,1,29,409.36
38,1,4688,4,2,16,543.93
56,0,3537,4,1,46,485.83
41,0,2916,2,2,45,497.23
50,0,4869,1,1,40,562.34
35,1,1605,3,3,22,333.96
45,1,4586,10,4,35,584.02
69,0,2811,5,5,40,497.42
49,0,3746,9,8,59,705.5
29,0,2917,7,2,4,201.72
65,0,3158,4,1,34,483.78
59,1,1661,8,8,49,613.84
44,0,2636,4,2,8,349.01
27,1,1947,6,5,3,314.94
63,0,4944,1,0,6,431.82
69,1,3759,6,3,0,374.06
59,1,4961,10,7,15,521.76
49,1,2518,5,1,56,506.97
59,1,4268,2,2,59,634.69
43,0,1869,1,1,24,309.38
42,0,4150,6,6,57,600.13
28,0,4781,2,0,5,380.01
